,F0,F1,F2,F3,F4
age,502.0006862093793,241.13440462653938,81.98895513423722,192.00005683898914,177.78392557072058
aweekend,20.512427669854606,7.839752719473368,4.651530175969281,0.0,16.431643386846513
blood_transfusion,0.0,3.8939490843566387,5.837910334501515,14.937785735265456,0.0
cardiac_adm,5.639379960953196,0.0,9.321375612245163,0.0,4.8592113944819
cc_index,0.0,0.0,283.9136395673765,0.0,0.0
chronic_pain,0.0,1.8358514243901818,0.6844346213206621,0.46986390697853003,1.989376303891154
cm_aids,0.0,0.0,0.5214342148514337,0.0,0.0
cm_alcohol,1.8855625176603714,1.929953212752921,0.7369476758281003,0.0,2.400558486259262
cm_anemdef,1.2188241967315259,14.010207495015104,7.330596782436794,15.491761137731128,9.406864503769226
cm_arth,4.012646774725256,0.0,9.989511272672601,0.0,2.3414166478815166
cm_bldloss,2.9468742745908947,0.0,0.0,2.518624181905949,3.187903793601433
cm_chf,0.0,1.4826235998987585,15.966439228102912,0.0,0.0
cm_chrnlung,1.7251398613663884,0.0,43.00631480171856,0.0,9.339269921464906
cm_coag,0.0,2.618182129015559,5.803903043359037,3.5663885655220926,0.0
cm_depress,18.67241234339744,5.188919807856908,2.5208582948597353,0.5132767706831923,12.93154172401949
cm_dm,5.587895501626464,1.9455090121884289,15.83088370483543,0.0,13.807606645274987
cm_dmcx,0.0,1.9471234613301283,4.552558738547674,0.0,0.023935268471817282
cm_drug,2.888569158357331,0.9062615343541751,0.0,0.938140429878656,5.501339064639542
cm_htn_c,33.801955894151966,11.852161189131046,33.21922919181835,0.0,32.51089495685532
cm_hypothy,13.380102583703572,4.568949196457391,6.911600214599984,0.0,6.393499954650798
cm_liver,1.8422345103291093,0.06944681490824821,6.744961476792692,1.4254280523684437,2.4005064961707756
cm_lymph,0.0,0.0,2.2649476678304805,0.0,0.0
cm_lytes,0.0,55.06906792867513,0.0,0.0,0.0
cm_mets,0.0,0.0,6.08456898958368,0.0,0.0
cm_neuro,0.0,10.073891197313065,0.0,0.0,0.5142459855840905
cm_obese,8.646431702218717,0.0,4.820856077450693,4.136181046803892,9.113494234066007
cm_para,0.0,1.3593390007955382,1.8918877193717742,0.0,0.0
cm_perivasc,0.0,0.5909879053626635,10.540936160073173,0.7023391369829641,0.498169786624184
cm_psych,0.7531032969097324,2.66158949349218,0.0,2.914338308652822,3.8398765819862746
cm_pulmcirc,0.0,1.00954468597615,2.165840943370785,1.0899780260173078,0.0
cm_renlfail,0.0,2.286312738385854,27.881051145640573,0.0,0.0
cm_smoking,26.491066733371692,1.1552999085489362,14.48965107311024,0.0,34.80370605689344
cm_tumor,0.0,0.0,5.987614764337554,0.0,0.0
cm_ulcer,0.0,0.0,0.09384155962054574,0.08917625760133656,0.0
cm_valve,1.6176889426110954,1.6841269284635372,3.688009883745429,1.3456463729846402,0.0
cm_wghtloss,0.0,6.130790093456305,0.0,12.766131349045732,0.0
copd,4.896995864693855,6.0231775612420675,20.379311303130073,0.181848632132214,16.321776921317106
diabetes,4.89699586469386,6.023177561242069,20.37931130313008,0.18184863213220712,16.321776921317102
elective,31.189333826793586,0.0,0.0,9.93847206560319,11.680120785897042
endo_adm,0.0,2.661584357399461,0.6517376093953504,0.0,0.35310150623773345
female,66.37592284457688,15.143623242586905,4.299920101127858,7.003254159329088,49.90926514703958
fracture_adm,0.6181339115931046,1.6402693150753778,0.0,0.33055097502843994,0.0
fractures,0.5814679910664428,2.767404231807013,0.0358601858241413,0.5103014248674098,0.0
frailty_risk_category,88.05399403894162,101.39767275407537,26.945038232703144,11.489503792981232,64.58377578329707
frailty_risk_category_index,0.0,61.2323648847251,0.0,0.0,0.0
frailty_risk_score,72.60285322463608,400.66772717324346,8.524818068276723,3.645375933511687,3.9157679461484505
gi_adm,26.907771533205445,0.0,2.007954075291477,3.588923933879583,14.706266204568403
gu_adm,0.0,4.491185895682421,1.0868321542204802,0.0,0.0
h_contrl,261.19423458065836,48.3912623541442,44.71148185994152,29.848554594302332,143.08744534173755
hosp_bedsize,295.1484834549946,58.34185619245634,49.72452474583177,54.46016603694061,181.79325815589894
hosp_ur_teach,0.0,8.936944467481435,14.72692759622629,3.1926802508065877,100.54145614944146
hosp_urban_rural_location,0.0,0.0,0.0,0.0,20.58309964405862
hosp_urcat4,39.80716994404268,38.822069568704485,33.21167315365698,0.0,197.05538384419262
ibd_procedures,0.5658396466365837,0.0,0.0,52.266302577791855,7.036457465017978
ibd_specific_adm,16.95731695118845,0.0,0.0,21.103555978409457,22.57383528250527
infxn_adm,0.0,18.413473945772907,0.0,0.0,0.0
los,69.26651468026374,89.0206643562554,22.278108966405593,474.1367531923929,20.899621007636956
malignancies_adm,0.0,0.0,7.67293800557191,0.0,0.0
neuro_adm,1.1861743068430954,0.7663194338024384,0.15574302189465583,0.0,0.9787691850728586
